EPA ID,Site ID,Name,Address,City,County,FIPS,State,ZIP code,Latitude,Longitude,NPL status,NPL status date,HRS score
IND980614556,0501759,NEAL'S LANDFILL (BLOOMINGTON),HWY #48,BLOOMINGTON,MONROE,18105,IN,47401,39.1667,-86.6405,Final,09/08/83,42.93
IND980615421,0501761,MIDCO I,7400 W 15TH AVE,GARY,LAKE,18089,IN,46401,41.5895,-87.4284,Final,09/08/83,46.44
IND980679542,0501799,FORT WAYNE REDUCTION DUMP,5225 OLD MAUMEE RD,FORT WAYNE,ALLEN,18003,IN,46803,41.075,-85.0666,Final,06/10/86,42.47
IND980679559,0501800,MIDCO II,5900 INDUSTRIAL HIGHWAY,GARY,LAKE,18089,IN,46406,41.6227,-87.4086,Final,06/10/86,30.16
IND980684583,0501805,POER FARM,CO RD 1050E & CR 400N,HANCOCK COUNTY,HANCOCK,18059,IN,46117,39.8447,-85.6052,Deleted from NPL,02/11/91,37.38
IND980794341,0501812,LEMON LANE LANDFILL,LEMON LANE,BLOOMINGTON,MONROE,18105,IN,47401,39.1731,-86.5598,Final,09/08/83,29.31
IND980794358,0501813,MAIN STREET WELL FIELD,1120 N MAIN ST,ELKHART,ELKHART,18039,IN,46514,41.6963,-85.9791,Final,09/08/83,42.49
IND980794366,0501814,MARION (BRAGG) DUMP,2627-2629 CENTRAL AVE,MARION,GRANT,18053,IN,46952,40.5377,-85.633,Final,09/08/83,35.25
IND980794374,0501815,"WEDZEB ENTERPRISES, INC.",320 SOUTH BALLARD STREET,LEBANON,BOONE,18011,IN,46052,40.0453,-86.4723,Deleted from NPL,09/10/91,31.27
IND980794432,0501816,NINTH AVENUE DUMP,7357 W NINTH AVE,GARY,LAKE,18089,IN,46402,41.5934,-87.429,Final,09/08/83,40.32
IND980794549,0501817,NEAL'S DUMP (SPENCER),T9N R4W SEC 12,SPENCER,OWEN,18119,IN,47460,39.2381,-86.7968,Deleted from NPL,10/04/99,36.55
IND980904379,0501954,BECK'S LAKE,INTERSECTION OF WASHINGTON AND FALCON ST,SOUTH BEND,ST. JOSEPH,18141,IN,46619,41.6765,-86.2975,Final,12/12/13,50
IND980997639,0501964,"TIPPECANOE SANITARY LANDFILL, INC.","2801 NORTH 9TH RD, 1/2 MI N OF US 52",LAFAYETTE,TIPPECANOE,18157,IN,47905,40.4561,-86.8722,Final,08/30/90,42.24
IND980999635,0501967,GALEN MYERS DUMP/DRUM SALVAGE,11303 EDISON,OSCEOLA,ST. JOSEPH,18141,IN,46561,41.6958,-86.0875,Final,03/31/89,42.24
IND980999791,0501978,WHITEFORD SALES & SERVICE INC./NATIONALEASE,2020 WEST SAMPLE STREET,SOUTH BEND,ST. JOSEPH,18141,IN,46619,41.6638,-86.2802,Deleted from NPL,09/06/96,51.87
IND982073785,0500018,LUSHER STREET GROUND WATER CONTAMINATION,IN THE VICINITY OF 1619 AVALON STREET,Elkhart,ELKHART,18039,IN,46516,41.6728,-85.9963,Final,03/19/08,50
INN000508142,0508142,JACOBSVILLE NEIGHBORHOOD SOIL CONTAMINATION,MAIN AND ILLINOIS,EVANSVILLE,VANDERBURGH,18163,IN,47710,37.9792,-87.5639,Final,07/22/04,35.52
INN000508642,0508642,GARDEN CITY GROUND WATER PLUME,Intersection of Jonesville Road (State R,GARDEN CITY,BARTHOLOMEW,18005,IN,47201,39.186,-85.9304,Final,12/12/13,50
INN000508678,0508678,PIKE AND MULBERRY STREETS PCE PLUME,INTERSECTION OF PIKE AND MULBERRY STREET,MARTINSVILLE,MORGAN,18109,IN,46151,39.4272,-86.4283,Final,05/24/13,50
INN000509938,0509938,ELM STREET GROUND WATER CONTAMINATION,ELM STREET AND HIGHWAY 41,TERRE HAUTE,VIGO,18167,IN,47807,39.4765,-87.4143,Final,03/07/07,50
INN000510229,0510229,LANE STREET GROUND WATER CONTAMINATION,LANE STREET AT COUNTY ROAD 106,ELKHART,ELKHART,18039,IN,46514,41.7163,-85.9208,Final,09/23/09,40.53
INN000510399,0510399,KEYSTONE CORRIDOR GROUND WATER CONTAMINATION,INTERSECTION OF N. KEYSTONE AVE AND E. F,INDIANAPOLIS,MARION,18097,IN,46205,39.8348,-86.1217,Final,12/12/13,50
INN000510479,0510479,KOKOMO CONTAMINATED GROUND WATER PLUME,INTERSECTION OF S. ELIZABETH ST. AND E.,KOKOMO,HOWARD,18067,IN,46901,40.4794,-86.1141,Final,03/26/15,0
INSFN0507828,0507828,NORTH SHORE DRIVE,NORTH SHORE DRIVE,ELKHART,ELKHART,18039,IN,46514,41.6847,-86.055,Final,09/22/14,0
INT190010876,0502150,INTERNATIONAL MINERALS (E. PLANT),LOCKPORT RD,TERRE HAUTE,VIGO,18167,IN,47802,39.4377,-87.3913,Deleted from NPL,02/11/91,57.8
KS0001402320,0703044,TRI-COUNTY PUBLIC AIRPORT,HERINGTON INDUSTRIAL PARK,DELAVAN,MORRIS,20127,KS,67449,38.6961,-96.8115,Proposed for NPL,07/27/00,50
KS6214020756,0700743,FORT RILEY,DICKMAN AVE,JUNCTION CITY,GEARY,20061,KS,66441,39.1666,-96.75,Final,08/30/90,33.79
KSD000829846,0700447,PESTER REFINERY CO.,N TOPEKA ST,EL DORADO,BUTLER,20015,KS,67042,37.8438,-96.8574,Final,03/31/89,30.16
KSD007135429,0700468,HYDRO-FLEX INC.,2101 NW BRICKYARD RD,TOPEKA,SHAWNEE,20177,KS,66618,39.0869,-95.7261,Deleted from NPL,11/09/93,42.79
KSD007241656,0700496,29TH & MEAD GROUND WATER CONTAMINATION,412 E 29TH N 26S 1E SW 1/4 S 33,WICHITA,SEDGWICK,20173,KS,67219,37.7336,-97.3266,Deleted from NPL,04/29/96,35.35
KSD031349624,0700513,"CHEMICAL COMMODITIES, INC.",S. KEELER ST,OLATHE,JOHNSON,20091,KS,66061,38.8781,-94.8055,Final,05/31/94,50
KSD046746731,0700521,ACE SERVICES,345 CONVESSE,COLBY,THOMAS,20193,KS,67701,39.3969,-101.0391,Final,09/29/95,50
KSD065735912,0705326,"PLATING, INC.",8801 WEST SIXTH STREET,Great Bend,BARTON,20009,KS,67530,38.3465,-98.8494,Final,03/19/08,50
KSD980500789,0700559,ARKANSAS CITY DUMP,HWY 166 S,ARKANSAS CITY,COWLEY,20035,KS,67005,37.0516,-97.0516,Deleted from NPL,03/01/96,0
KSD980631766,0700580,OBEE ROAD,OBEE RD,HUTCHINSON,RENO,20155,KS,67501,38.0638,-97.8513,Final,07/22/87,33.62
KSD980631980,0700602,JOHNS' SLUDGE POND,29TH ST NE OF HYDRAULIC,WICHITA,SEDGWICK,20173,KS,67212,37.7371,-97.3156,Deleted from NPL,01/06/92,35.94
KSD980632301,0700631,DOEPKE DISPOSAL (HOLLIDAY),HOLLIDAY DR,SHAWNEE MISSION,JOHNSON,20091,KS,66218,39.0333,-94.8,Final,09/08/83,47.46
KSD980686174,0700663,BIG RIVER SAND CO.,4900 W 21ST,WICHITA,SEDGWICK,20173,KS,67205,37.7261,-97.4008,Deleted from NPL,10/14/92,32.56
KSD980741862,0700667,CHEROKEE COUNTY,SOUTHEAST PORTION OF THE  STATE OF KS,GALENA,CHEROKEE,20021,KS,66739,37.0038,-94.8238,Final,09/08/83,58.15
KSD980862726,0700677,STROTHER FIELD INDUSTRIAL PARK,NE 1/4 SEC 19 T33S R4E,WINFIELD,COWLEY,20035,KS,67156,37.1708,-97.0319,Final,06/10/86,33.62
KSD981710247,0700694,57TH AND NORTH BROADWAY STREETS SITE,57TH & N BROADWAY STREETS,WICHITA,SEDGWICK,20173,KS,67219,37.775,-97.3166,Final,10/14/92,50
KSD984985929,0702403,WRIGHT GROUND WATER CONTAMINATION,7 MILES NE OF DODGE CITY OFF HWY 50/56,WRIGHT,FORD,20057,KS,67882,37.7805,-99.8888,Final,06/17/96,50
KSN000705026,0705026,FORMER UNITED ZINC & ASSOCIATED SMELTERS,HIGHWAY 54 & KANSAS DRIVE,IOLA,ALLEN,20001,KS,66749,37.92,-95.4,Final,05/24/13,50
KY8890008982,0404794,PADUCAH GASEOUS DIFFUSION PLANT (USDOE),HOBBS AND WOODVILLE ROADS,PADUCAH,MCCRACKEN,21145,KY,42053,37.1201,-88.8111,Final,05/31/94,56.95
KYD006370167,0401930,B.F. GOODRICH,KY HWY 1523,CALVERT CITY,MARSHALL,21157,KY,42029,37.0503,-88.3234,Final,09/08/83,33.01
KYD006371074,0401932,GENERAL TIRE & RUBBER CO. (MAYFIELD LANDFILL),1 GENERAL ST,MAYFIELD,GRAVES,21083,KY,42066,36.7906,-88.6358,Deleted from NPL,10/27/00,32.94
KYD041981010,0401977,AIRCO,HWY 1523,CALVERT CITY,MARSHALL,21157,KY,42029,37.0496,-88.3225,Final,09/21/84,33.29
KYD045738291,0401986,"CALDWELL LACE LEATHER CO., INC.",111 E CALDWELL ST,AUBURN,LOGAN,21141,KY,42206,36.8725,-86.7463,Final,08/30/90,34.21
KYD049062375,0401991,NATIONAL SOUTHWIRE ALUMINUM CO.,JCT KY HWY 271 & 334,HAWESVILLE,HANCOCK,21091,KY,42348,37.9449,-86.7877,Deleted from NPL,10/05/15,50
KYD097267413,0402059,SMITH'S FARM,PRYOR VALLEY RD,BROOKS,BULLITT,21029,KY,40165,38.0375,-85.7333,Final,06/10/86,32.69
KYD980500961,0402072,A.L. TAYLOR (VALLEY OF DRUMS),ST HWY 1020,BROOKS,BULLITT,21029,KY,40165,38.0819,-85.725,Deleted from NPL,05/17/96,0
KYD980501019,0402076,BRANTLEY LANDFILL,HWY 85,ISLAND,MCLEAN,21149,KY,41098,37.4462,-87.1561,Final,02/21/90,52.73
KYD980501076,0402081,"GREEN RIVER DISPOSAL, INC.",KELLY CEMETARY RD,MACEO,DAVIESS,21059,KY,42365,37.8894,-86.9736,Final,08/30/90,29.12
KYD980501191,0402090,HOWE VALLEY LANDFILL,HAWKINS DR,HOWE VALLEY,HARDIN,21093,KY,42732,37.6685,-86.1242,Deleted from NPL,07/26/96,36.73
KYD980557052,0402104,LEE'S LANE LANDFILL,LEES LN @ OHIO RIV,LOUISVILLE,JEFFERSON,21111,KY,40216,38.1911,-85.883,Deleted from NPL,04/25/96,39.52
KYD980601975,0402125,DISTLER FARM,BLEVINS GAP RD,JEFFERSON COUNTY,JEFFERSON,21111,KY,40272,38.0069,-85.9311,Final,09/08/83,34.62
KYD980602155,0402127,DISTLER BRICKYARD,US HWYS 31 & 60,WEST POINT,HARDIN,21093,KY,40117,37.9897,-85.9513,Final,09/08/83,44.77
KYD980729107,0402139,MAXEY FLATS NUCLEAR DISPOSAL,MAXEY FLATS RD,HILLSBORO,FLEMING,21069,KY,41049,38.2608,-83.5692,Final,06/10/86,31.71
KYD980844625,0402171,FORT HARTFORD COAL CO. STONE QUARRY,DAVIDSON STATION RD,OLATON,OHIO,21183,KY,42361,37.5388,-86.7027,Final,08/30/90,43.84
KYD981028350,0402195,TRI-CITY DISPOSAL CO.,RTE. 1526 AT THE GRAVEL ROAD,SHEPHERDSVILLE,BULLITT,21029,KY,40109,38.0477,-85.7683,Final,03/31/89,33.82
KYD981469794,0404239,RED PENN SANITATION CO. LANDFILL,SR 362 (ASH AVE),PEEWEE VALLEY,OLDHAM,21185,KY,40014,38.2881,-85.4654,Deleted from NPL,09/14/01,38.1
KYD985066380,0405547,NEWPORT DUMP,LICKING PIKE AND QUEEN CITY AV,NEWPORT,CAMPBELL,21037,KY,41072,39.0707,-84.4912,Deleted from NPL,06/03/96,37.63
KYD985069954,0405125,NATIONAL ELECTRIC COIL CO./COOPER INDUSTRIES,OLD HIGHWAY 119,DAYHOIT,HARLAN,21095,KY,40824,36.8438,-83.3713,Final,10/14/92,50
LA0000187518,0604848,MALLARD BAY LANDING BULK PLANT,0.6 MI. FROM CAMERON PARISH RD (PR) 109,GRAND CHENIERE,CAMERON,22023,LA,70542,29.934,-92.6554,Deleted from NPL,09/19/05,48.55
LA0213820533,0600770,LOUISIANA ARMY AMMUNITION PLANT,HWY 80 E/PO BOX 30059,DOYLINE,WEBSTER,22119,LA,71130,32.5422,-93.421,Final,03/13/89,30.26
LAD000239814,0600317,"AMERICAN CREOSOTE WORKS, INC. (WINNFIELD PLANT)",1006 FRONT STREET,WINNFIELD,WINN,22127,LA,71483,31.9186,-92.6347,Final,10/14/92,50.7
LAD008149015,0601494,SOUTHERN SHIPBUILDING,999 CANULETTE ROAD,SLIDELL,ST. TAMMANY,22103,LA,70459,30.2725,-89.8008,Deleted from NPL,06/16/98,50
LAD008187940,0604527,CENTRAL WOOD PRESERVING CO.,N AND S OF STATE HW 959 & EAST OF HW 67,SLAUGHTER,EAST FELICIANA,22037,LA,70722,30.7588,-91.0094,Deleted from NPL,09/18/09,0
LAD008473142,0604491,MARION PRESSURE TREATING,STATE HIGHWAY 551 NEAR SH 33 JUNCTION,MARION,UNION,22111,LA,71260,32.9083,-92.2529,Final,02/04/00,50
LAD052510344,0600428,DELATTE METALS,1541 WEINBERGER ROAD,PONCHATOULA,TANGIPAHOA,22105,LA,70454,30.4225,-90.4108,Deleted from NPL,08/08/05,50
LAD057482713,0600442,"PETRO-PROCESSORS OF LOUISIANA, INC.",BROOKLAWN DRIVE,SCOTLANDVILLE,EAST BATON ROUGE,22033,LA,70807,30.5833,-91.2433,Final,09/21/84,41.44
LAD058475419,0600444,DELTA SHIPYARD,200 DEAN COURT,HOUMA,TERREBONNE,22109,LA,70363,29.5658,-90.7051,Final,09/22/14,0
LAD072606627,0600472,"COMBUSTION, INC.",RT 1; NE OF DENHAM SPRINGS,DENHAM SPRINGS,LIVINGSTON,22063,LA,70726,30.5129,-90.8939,Final,08/30/90,33.79
LAD980501456,0600512,CLEVE REBER,SEC 36 T10S R3E,SORRENTO,ASCENSION,22005,LA,70778,30.155,-90.8733,Deleted from NPL,12/30/97,48.8
LAD980745533,0600572,OLD INGER OIL REFINERY,HWY 75 4 1/2 MI N OF TOWN,DARROW,ASCENSION,22005,LA,70725,30.1647,-90.9955,Deleted from NPL,08/12/08,0
LAD980745541,0600573,BAYOU SORREL,CNFLNCE PAT BAYOU & UPR GRAND,BAYOU SORREL,IBERVILLE,22047,LA,70764,30.2244,-91.4095,Deleted from NPL,09/29/97,34.69
LAD980745632,0600574,BAYOU BONFOUCA,BAYOU BONFOUCA,SLIDELL,ST. TAMMANY,22103,LA,70458,30.2822,-89.7841,Final,09/08/83,29.78
LAD980749139,0600576,"PAB OIL & CHEMICAL SERVICE, INC.",607 JEAN EDIAS,ABBEVILLE,VERMILION,22113,LA,70510,30.0159,-92.1154,Deleted from NPL,01/03/00,38.94
LAD980750137,0600592,GULF COAST VACUUM SERVICES,P-7-31 OFF LA335,ABBEVILLE,VERMILION,22113,LA,70510,29.9581,-92.1857,Deleted from NPL,07/23/01,0
LAD980879449,0600633,DUTCHTOWN TREATMENT PLANT,I10 & HWY 74,ASCENSION PARISH,ASCENSION,22005,LA,70734,30.2566,-90.98,Deleted from NPL,11/16/99,36.41
LAD981054075,0600641,HIGHWAY 71/72 REFINERY,INT I-20 & BENTON & OLD MINDEN,BOSSIER CITY,BOSSIER,22015,LA,71111,32.5166,-93.7116,Proposed for NPL,02/13/95,50
LAD981056997,0600646,AGRICULTURE STREET LANDFILL,ABUNDANCE STREET,NEW ORLEANS,ORLEANS,22071,LA,70126,29.9886,-90.0401,Final,12/16/94,50
LAD981058019,0600647,"D.L. MUD, INC.",408 SOUTHEAST ST./LA HWY 335,ABBEVILLE,VERMILION,22113,LA,70510,29.9555,-92.1867,Deleted from NPL,03/07/00,32.37
LAD981155872,0600652,DEVIL'S SWAMP LAKE,"SEC 44 AND 45, T5S R1W",SCOTLANDVILLE,EAST BATON ROUGE,22033,LA,70813,30.5619,-91.2205,Proposed for NPL,03/08/04,50
LAD981522998,0600653,MADISONVILLE CREOSOTE WORKS,"STATE HGWY 22, 2.5 MILES W OF CITY",MADISONVILLE,ST. TAMMANY,22103,LA,70447,30.4272,-90.1986,Final,12/23/96,48.01
LAD985169317,0603977,GULF STATE UTILITIES-NORTH RYAN STREET,303 NORTH RYAN STREET,LAKE CHARLES,CALCASIEU,22019,LA,70601,30.2408,-93.2191,Proposed for NPL,02/13/95,50.43
LAD985185107,0604348,RUSTON FOUNDRY,1010 BOGAN STREET,ALEXANDRIA,RAPIDES,22079,LA,71302,31.2972,-92.4395,Deleted from NPL,07/13/10,0
LAN000605517,0605517,EVR-WOOD TREATING/EVANGELINE REFINING COMPANY,"HWY 97N,1 MILE EAST OF INTERSTATE HWY 10",JENNINGS,ACADIA,22001,LA,70546,30.248,-92.6175,Final,09/18/12,48.2
LAN000607134,0607134,COLONIAL CREOSOTE,HICKORY AVE,BOGALUSA,WASHINGTON,22117,LA,70429,30.768,-89.8638,Final,09/30/15,0
MA0213820939,0100953,MATERIALS TECHNOLOGY LABORATORY (USARMY),OFF OF US HWY 20/N BEACON ST,WATERTOWN,MIDDLESEX,25017,MA,02172,42.3604,-71.1661,Deleted from NPL,11/21/06,48.57
MA1210020631,0101831,"NATICK LABORATORY ARMY RESEARCH, DEVELOPMENT, AND ENGINEERING CENTER",100 KANSAS STREET,NATICK,MIDDLESEX,25017,MA,01760,42.2888,-71.3636,Final,05/31/94,50
MA2170022022,0101826,SOUTH WEYMOUTH NAVAL AIR STATION,1134 MAIN STREET,WEYMOUTH,NORFOLK,25021,MA,02190,42.1552,-70.9334,Final,05/31/94,50
MA2570024487,0100960,OTIS AIR NATIONAL GUARD BASE/CAMP EDWARDS,OTIS AFB HERBERT RD,FALMOUTH,BARNSTABLE,25001,MA,02542,41.6516,-70.5213,Final,11/21/89,45.92
MA6170023570,0102032,NAVAL WEAPONS INDUSTRIAL RESERVE PLANT,165 HARTWELL ROAD,BEDFORD,MIDDLESEX,25017,MA,01730,42.4788,-71.2902,Final,05/31/94,50
MA7210025154,0100966,FORT DEVENS,BUENA VISTA ST,FORT DEVENS,,25027,MA,01433,42.5361,-71.5961,Final,11/21/89,42.24
MA8570024424,0100967,HANSCOM FIELD/HANSCOM AIR FORCE BASE,HARTWELL AVENUE,BEDFORD,MIDDLESEX,25017,MA,01730,42.4706,-71.2894,Final,05/31/94,50
MAD000192393,0100326,SILRESIM CHEMICAL CORP.,86 TANNER ST,LOWELL,MIDDLESEX,25017,MA,01853,42.6288,-71.3138,Final,09/08/83,42.72
MAD001002252,0100350,"W.R. GRACE & CO., INC. (ACTON PLANT)",50 INDEPENDENCE RD,ACTON,MIDDLESEX,25017,MA,01720,42.4505,-71.4277,Final,09/08/83,59.31
MAD001026319,0100376,ATLAS TACK CORP.,PLEASANT ST,FAIRHAVEN,BRISTOL,25005,MA,02719,41.6355,-70.8944,Final,02/21/90,42.6
MAD001031574,0100380,CREESE & COOK TANNERY (FORMER),55 CLINTON AVENUE,DANVERS,ESSEX,25009,MA,01923,42.553,-70.9266,Final,05/24/13,60.57
MAD001041987,0100392,BAIRD & MCGUIRE,775 SOUTH ST,HOLBROOK,NORFOLK,25021,MA,02343,42.1497,-71.0286,Final,09/08/83,66.35
MAD001060805,0102724,HATHEWAY & PATTERSON,15 COUNTY ROAD,MANSFIELD,BRISTOL,25005,MA,02048,42.0381,-71.2225,Final,09/05/02,56.6
MAD001197755,0100432,WALTON & LONSBURY INC.,78 NORTH AVENUE,ATTLEBORO,BRISTOL,25005,MA,02703,41.9575,-71.2969,Final,05/24/13,58.3
MAD001403104,0100438,OLIN CHEMICAL,51 EAMES ST,WILMINGTON,MIDDLESEX,25017,MA,01887,42.528,-71.1538,Final,04/19/06,50
MAD002084093,0100460,GE - HOUSATONIC RIVER,"BETWEEN PITTSFIELD AND LENOX, MA",PITTSFIELD,BERKSHIRE,25003,MA,01201,42.4502,-73.2322,Proposed for NPL,09/25/97,70.71
MAD003809266,0100464,CHARLES GEORGE RECLAMATION TRUST LANDFILL,CORNER DUNSTABLE & CUMMINGS RD,TYNGSBOROUGH,MIDDLESEX,25017,MA,01879,42.6694,-71.4433,Final,09/08/83,47.2
MAD051787323,0100524,IRON HORSE PARK,HIGH ST,BILLERICA,MIDDLESEX,25017,MA,01862,42.5833,-71.2652,Final,09/21/84,42.93
MAD062166335,0100550,"NUCLEAR METALS, INC.",2229 MAIN STREET,CONCORD,MIDDLESEX,25017,MA,01742,42.4416,-71.4219,Final,06/14/01,58.31
MAD076580950,0100580,INDUSTRI-PLEX,COMMERCE & ATLANTIC,WOBURN,MIDDLESEX,25017,MA,01801,42.5166,-71.1416,Final,09/08/83,72.42
MAD079510780,0100585,CANNON ENGINEERING CORP. (CEC),FIRST ST,BRIDGEWATER,PLYMOUTH,25023,MA,02324,41.9727,-71.0256,Deleted from NPL,09/24/13,0
MAD980503973,0100655,SHPACK LANDFILL,UNION RD,NORTON/ATTLEBORO,BRISTOL,25005,MA,02703,41.9433,-71.235,Final,06/10/86,29.45
MAD980520621,0100682,"RE-SOLVE, INC.",N HIXVILLE RD,DARTMOUTH,BRISTOL,25005,MA,02747,41.688,-71.0338,Final,09/08/83,47.71
MAD980520670,0100685,FORT DEVENS-SUDBURY TRAINING ANNEX,HUDSON RD,SUDBURY,MIDDLESEX,25017,MA,01775,42.4069,-71.4752,Deleted from NPL,01/29/02,35.57
MAD980520696,0100686,SUTTON BROOK DISPOSAL AREA,OFF OF SOUTH STREET,TEWKSBURY,MIDDLESEX,25017,MA,01876,42.5982,-71.1831,Final,06/14/01,57.12
MAD980523336,0100717,HAVERHILL MUNICIPAL LANDFILL,OLD GROVELAND RD,HAVERHILL,ESSEX,25009,MA,01830,42.7538,-71.0466,Final,06/10/86,30.29
MAD980524169,0100721,ROSE DISPOSAL PIT,BALANCE ROCK RD,LANESBORO,BERKSHIRE,25003,MA,01237,42.5055,-73.2748,Final,06/10/86,33.03
MAD980525232,0100726,PLYMOUTH HARBOR/CANNON ENGINEERING CORP.,CORDAGE PARK,PLYMOUTH,PLYMOUTH,25023,MA,02360,41.9796,-70.6854,Deleted from NPL,11/19/93,54.82
MAD980525240,0100727,SALEM ACRES,57 MARLBORO RD,SALEM,ESSEX,25009,MA,01970,42.503,-70.9313,Deleted from NPL,07/23/01,0
MAD980670566,0100732,NORWOOD PCBS,NEAR RTE 1 & DEAN STREET,NORWOOD,NORFOLK,25021,MA,02062,42.1808,-71.1925,Deleted from NPL,05/31/11,0
MAD980731335,0100743,NEW BEDFORD,ACUSHNET ESTUARY,NEW BEDFORD,BRISTOL,25005,MA,02740,41.6431,-70.9198,Final,09/08/83,0
MAD980731343,0100744,SULLIVAN'S LEDGE,HATHAWAY RD,NEW BEDFORD,BRISTOL,25005,MA,02740,41.6547,-70.9572,Final,09/21/84,32.77
MAD980731483,0100747,PSC RESOURCES,10 WATER ST,PALMER,HAMPDEN,25013,MA,01069,42.1533,-72.3302,Final,09/08/83,38.66
MAD980732168,0100749,WELLS G&H,ABERJONA RIVER VALLEY,WOBURN,MIDDLESEX,25017,MA,01801,42.4947,-71.1308,Final,09/08/83,42.71
MAD980732317,0100750,GROVELAND WELLS,JOHNSON CREEK WATERSHED,GROVELAND,ESSEX,25009,MA,01834,42.7533,-71.0388,Final,09/08/83,40.74
MAD980732341,0100751,HOCOMONCO POND,FISHER ST,WESTBOROUGH,WORCESTER,25027,MA,01581,42.2727,-71.6508,Final,09/08/83,44.8
MAD982191363,0101713,BLACKBURN & UNION PRIVILEGES,SOUTH ST.,WALPOLE,NORFOLK,25021,MA,02081,42.1387,-71.2516,Final,05/31/94,50
MAD990685422,0100948,NYANZA CHEMICAL WASTE DUMP,MEGUNKO RD,ASHLAND,MIDDLESEX,25017,MA,01721,42.2586,-71.4736,Final,09/08/83,69.22
MAN000106144,0106144,BJAT LLC,300 FISHER STREET,FRANKLIN,NORFOLK,25021,MA,02038,42.0744,-71.4108,Final,09/30/15,0
MD0120508940,0300415,BELTSVILLE AGRICULTURAL RESEARCH CENTER (USDA),BEAVERDAM AND SHEEP ROADS,BELTSVILLE,PRINCE GEORGE'S,24033,MD,20705,39.0291,-76.8845,Final,05/31/94,50
MD0570024000,0300420,ANDREWS AIR FORCE BASE,ALLENTOWN ROAD,ANDREWS AIR FORCE BASE,PRINCE GEORGE'S,24033,MD,20762,38.7916,-76.875,Final,05/10/99,50
MD2210020036,0300421,ABERDEEN PROVING GROUND (EDGEWOOD AREA),OFF RTE 40,EDGEWOOD,HARFORD,24025,MD,21010,39.3954,-76.3077,Final,02/21/90,53.57
MD3210021355,0300423,ABERDEEN PROVING GROUND (MICHAELSVILLE LANDFILL),OFF RTE 40,ABERDEEN,HARFORD,24025,MD,21005,39.4606,-76.1414,Final,10/04/89,31.09
MD4690307844,0304341,CURTIS BAY COAST GUARD YARD,2401 HAWKINS POINT RD,BALTIMORE,ANNE ARUNDEL,24003,MD,21226,39.2,-76.5726,Final,09/05/02,50
MD7170024536,0300429,PATUXENT RIVER NAVAL AIR STATION,OPPOSITE LEXINGTON PARK (STATE HWY 235),PATUXENT RIVER,ST. MARY'S,24037,MD,20670,38.2706,-76.4194,Final,05/31/94,50
MD7170024684,0300430,INDIAN HEAD NAVAL SURFACE WARFARE CENTER,201 INDIAN HEAD HIGHWAY,INDIAN HEAD,CHARLES,24017,MD,20640,38.5913,-77.1743,Final,09/29/95,50
MD9210020567,0300435,FORT GEORGE G. MEADE,MARYLAND ROUTE 175,ODENTON,ANNE ARUNDEL,24003,MD,21113,39.0833,-76.7152,Final,07/28/98,51.44
MD9570024803,0304462,BRANDYWINE DRMO,BRANDYWINE ROAD AND CHERRY TREE CROSSING,BRANDYWINE,PRINCE GEORGE'S,24033,MD,20613,38.698,-76.845,Final,05/10/99,50.15
MDD000218008,0300192,"SPECTRON, INC.",111 PROVIDENCE RD,ELKTON,CECIL,24015,MD,21921,39.6912,-75.8777,Final,05/31/94,51.42
MDD003061447,0303260,CENTRAL CHEMICAL (HAGERSTOWN),MITCHELL AVE,HAGERSTOWN,WASHINGTON,24043,MD,21742,39.6566,-77.7236,Final,09/25/97,50
MDD064882889,0300243,"MID-ATLANTIC WOOD PRESERVERS, INC.",P O BOX 58 SHIPLEY AVE,HARMANS,ANNE ARUNDEL,24003,MD,21077,39.1636,-76.6983,Deleted from NPL,07/18/00,42.31
MDD980504195,0300258,BUSH VALLEY LANDFILL,BUSH RD POB 246,ABINGDON,HARFORD,24025,MD,21009,39.4672,-76.2619,Final,03/31/89,40.3
MDD980504344,0300265,WOODLAWN COUNTY LANDFILL,FIRE TOWER & WAIBEL RDS.,COLORA,CECIL,24015,MD,21917,39.6416,-76.09,Final,07/22/87,48.13
MDD980555478,0300289,"CHEMICAL METALS INDUSTRIES, INC.",2001 & 2103 ANNAPOLIS RD,BALTIMORE,BALTIMORE CITY,24510,MD,21230,39.2654,-76.6325,Deleted from NPL,12/30/82,34.36
MDD980691588,0300292,LIMESTONE ROAD,LIMESTONE RD OFF RTE 51,CUMBERLAND,ALLEGANY,24001,MD,21502,39.6263,-78.7222,Final,09/08/83,30.54
MDD980704852,0300305,SOUTHERN MARYLAND WOOD TREATING,STATE ROUTE 235,HOLLYWOOD,ST. MARY'S,24037,MD,20636,38.3589,-76.5882,Deleted from NPL,04/05/05,34.21
MDD980705099,0300313,MIDDLETOWN ROAD DUMP,MIDDLETOWN RD,ANNAPOLIS,ANNE ARUNDEL,24003,MD,21401,39.031,-76.4671,Deleted from NPL,04/18/88,29.36
MDD980705164,0300316,"SAND, GRAVEL AND STONE",RTE 40,ELKTON,CECIL,24015,MD,21921,39.6152,-75.8963,Final,09/08/83,41.08
MDD980918387,0300338,68TH STREET DUMP/INDUSTRIAL ENTERPRISES,68TH STREET,ROSEDALE,BALTIMORE CITY,24510,MD,21237,39.3079,-76.5178,Proposed for NPL,04/30/03,50
